focal_entity,candidate_entity,label,description_of_focal_entity,description_of_candidate_entity,smile_feature_of_focal_entity,smile_feature_of_candidate_entity
Carbinoxamine,Ifosfamide,False,"Carbinoxamine is a first generation antihistamine that competes with free histamine for binding at HA-receptor sites. This antagonizes the effects of histamine on HA-receptors, leading to a reduction of the negative symptoms brought on by histamine HA-receptor binding. The product label for carbinoxamine as an over the counter cough and cold medicine is being modified to state ""do not use"" in children under 4 years of age in order to prevent and reduce misuse, as many unapproved carbinoxamine-containing preparations contained inappropriate labeling, which promoted unapproved uses (including management of congestion, cough, the common cold, and the use in children under 2 years of age), which can potentially cause serious health risks.;;;;",Ifosfamide is a chemotherapeutic agent chemically related to the nitrogen mustards and a synthetic analog of cyclophosphamide. It is active as an alkylating agent and an immunosuppressive agent.;;;;,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,ClCCNP1(=O)OCCCN1CCCl
Boceprevir,Dicyclomine,False,"Boceprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as Boceprevir. Boceprevir is an inhibitor of NS3/4A, a serine protease enzyme, encoded by HCV genotypes 1 and 4 [synthesis]. These enzymes are essential for viral replication and serve to cleave the virally encoded polyprotein into mature proteins like NS4A, NS4B, NS5A and NS5B [FDA Label]. The barrier for develoment of resistance to NS3/4A inhibitors is lower than that of NS5B inhibitors, another class of DAAs [A19593]. Subtitutions at amino acid positions 155, 156, or 168 are known to confer resistance. The substitutions of the enzyme's catalytic triad consisting of H58, D82, and S139 are also likely to alter the affinity of the drug for NS3/4A or the activity of the enzyme itself. Despite this disadvantage Boceprevir is still effective against HCV when paired with [DB00811], [DB00008], and [DB00022].;;;;","Dicyclomine is a muscarinic M1, M3, and M2 receptor antagonist as well as a non-competitive inhibitor of histamine and bradykinin used to treat spasms of the intestines seen in functional bowel disorder and irritable bowel syndrome.[A6556,A182555,A234659,L7967] Though it is commonly prescribed, its recommendation may have been based on a small amount of evidence and so its prescription is becoming less favourable.[L7982];;;;",[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
Mupirocin,Zileuton,False,"Mupirocin, formerly termed pseudomonic acid A,[A178531] is a novel antibacterial agent with a unique chemical structure and mode of action apart from other antibiotic agents. Produced by fermentation using the organism _Pseudomonas fluorescens_, mupirocin is a naturally-occurring antibiotic that displays a broad-specturm activity against many gram-positive bacteria and certain gram-negative bacteria _in vitro_.[L10580] It primarily works by inhibiting bacterial protein synthesis. Due to its unique mode of action of inhibiting the activity of bacterial isoleucyl-tRNA synthetase, mupirocin does not demonstrate cross-resistance with other classes of antimicrobial agents, giving it a therapeutic advantage.[L10580] It is available in topical formulations only due to extensive systemic metabolism[A178531] and is used in the treatment of impetigo caused by _Staphylococcus aureus_ and _Streptococcus pyogenes_ and traumatic skin lesions due to secondary skin infections caused by _S. aureus_ and _S. pyogenes_. There is also some clinical evidence that suggests the potential role of mupirocin in eradicating nasal carriage of Staphylococci when administered intranasally.[A178531,A178591] Mupirocin is commonly marketed under the brand name Bactroban.;;;;","Leukotrienes are substances that induce numerous biological effects including augmentation of neutrophil and eosinophil migration, neutrophil and monocyte aggregation, leukocyte adhesion, increased capillary permeability, and smooth muscle contraction. These effects contribute to inflammation, edema, mucus secretion, and bronchoconstriction in the airways of asthmatic patients. Zileuton relieves such symptoms through its selective inhibition of 5-lipoxygenase, the enzyme that catalyzes the formation of leukotrienes from arachidonic acid. Specifically, it inhibits leukotriene LTB4, LTC4, LTD4, and LTE4 formation. Both the R(+) and S(-) enantiomers are pharmacologically active as 5-lipoxygenase inhibitors in in vitro systems. The immediate release tablet of Zileuton has been withdrawn from the US market.;;;;",C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
Losartan,Midazolam,False,"Losartan is an angiotensin II receptor blocker (ARB) used to treat hypertension.[L7423] Angiotensin-converting enzyme (ACE) inhibitors are used for a similar indication but are associated with a cough.[L7423] When patients with ACE inhibitor associated coughs are switched to ARBs like losartan, they have an incidence of cough similar to placebo or [hydrochlorothiazide].[L7423] Losartan is available as losartan potassium oral tablets as well as a combination tablet of losartan potassium and hydrochlorothiazide.[L7423,L7426] Patients taking losartan should have their renal function and potassium levels monitored.[L7423] Losartan was granted FDA approval on 14 April 1995.[L7423];;;;","Midazolam is a short-acting hypnotic-sedative drug with anxiolytic, muscle relaxant, anticonvulsant, sedative, hypnotic, and amnesic properties.[A173842] It belongs to a class of drugs called _benzodiazepines_. This drug is unique from others in this class due to its rapid onset of effects and short duration of action.[A173842] Midazolam is available by oral, rectal, intranasal, intramuscular (IM), and intravenous (IV) routes and has been used in various biomedical applications, including dentistry, cardiac surgery, and endoscopic procedures as pre-anesthetic medication, and as an adjunct to local anesthesia.[F2977];;;;",CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
Esomeprazole,Bexarotene,False,"Esomeprazole, sold under the brand name Nexium, is a proton pump inhibitor (PPI) medication used for the management of gastroesophageal reflux disease (GERD), for gastric protection to prevent recurrence of stomach ulcers or gastric damage from chronic use of NSAIDs, and for the treatment of pathological hypersecretory conditions including Zollinger-Ellison (ZE) Syndrome. It can also be found in quadruple regimens for the treatment of _H. pylori_ infections along with other antibiotics including [DB01060], [DB01211], and [DB00916], for example.[A177271, F4498] Its efficacy is considered similar to other medications within the PPI class including [DB00338], [DB00213], [DB00448], [DB05351], and [DB01129]. Esomeprazole is the s-isomer of [DB00338], which is a racemate of the S- and R-enantiomer. Esomeprazole has been shown to inhibit acid secretion to a similar extent as [DB00338], without any significant differences between the two compounds _in vitro_. ;;;;","Bexarotene (Targretin) is an antineoplastic agent indicated by the FDA for Cutaneous T cell lymphoma. It has been used off-label for lung cancer, breast cancer, and Kaposi's sarcoma.;;;;",COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
Halcinonide,Imidafenacin,False,"Halcinonide is a corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses, and is distributed as a cream and ointment. Halcinonide is marketed under the brand name Halog® by Ranbaxy Laboratories Inc. Research suggests that clobetasol propionate demonstrates superior pharmacologic efficacy in the treatment of psoriasis when compared to halcinonide.;;;;",Imidafenacin is an antispasmodic agent with anticholinergic effects. It antagonizes muscarinic receptors in the bladder to reduce the frequency of urination in the treatment of overactive bladder. It is marketed in Japan under the tradenames Staybla by Ono Pharmaceutical and Uritos by Kyojin Pharmaceutical.;;;;,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1
Dacarbazine,Cefmenoxime,False,"An antineoplastic agent. It has significant activity against melanomas. (from Martindale, The Extra Pharmacopoeia, 31st ed, p564). Dacarbazine with Oblimersen is in clinical trials for the treatment of malignant melanoma.;;;;",Cefmenoxime is a novel broad-spectrum and third-generation cephalosporin antibiotic that is typically used in the treatment of female gynecologic and obstetric infections. It is reported to exhibit high activity against a wide variety of gram-positive and gram-negative bacteria.;;;;,CN(C)\N=N\C1=C(N=CN1)C(N)=O,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Bumetanide,Glycerol Phenylbutyrate,False,Bumetanide  is a sulfamyl diuretic.;;;;,"Glycerol phenylbutyrate is a nitrogen-binding agent. Chemically, it is a triglyceride in which three molecules of phenylbutyrate are linked to a glycerol backbone. FDA approved on February 1, 2013.;;;;",CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1
Mebendazole,Physostigmine,False,A benzimidazole that acts by interfering with carbohydrate metabolism and inhibiting polymerization of microtubules. [PubChem];;;;,"A cholinesterase inhibitor that is rapidly absorbed through membranes. It can be applied topically to the conjunctiva. It also can cross the blood-brain barrier and is used when central nervous system effects are desired, as in the treatment of severe anticholinergic toxicity.;;;;",COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
Tamsulosin,Edetic Acid,False,"Tamsulosin is a selective alpha-1A and alpha-1B adrenoceptor antagonist that exerts its greatest effect in the prostate and bladder, where these receptors are most common.[Label] It is indicated for the treatment of signs and symptoms of benign prostatic hypertrophy.[Label] Antagonism of these receptors leads to relaxation of smooth muscle in the prostate and detrusor muscles in the bladder, allowing for better urinary flow.[Label] Other alpha-1 adrenoceptor antagonists developed in the 1980s were less selective and more likely to act on the smooth muscle of blood vessels, resulting in hypotension.[A178351];;;;",A chelating agent (chelating agents) that sequesters a variety of polyvalent cations. It is used in pharmaceutical manufacturing and as a food additive.;;;;,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
Bendroflumethiazide,Magnesium chloride,False,"A thiazide diuretic with actions and uses similar to those of hydrochlorothiazide. It has been used in the treatment of familial hyperkalemia, hypertension, edema, and urinary tract disorders. (From Martindale, The Extra Pharmacopoeia, 30th ed, p810);;;;",Magnesium chloride salts are highly soluble in water and the hydrated form of magnesium chloride can be extracted from brine or sea water.;;;;,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,[Mg++].[Cl-].[Cl-]
Amphotericin B,Tetracycline,False,"Amphotericin B shows a high order of in vitro activity against many species of fungi. Histoplasma capsulatum, Coccidioides immitis, Candida species, Blastomyces dermatitidis, Rhodotorula, Cryptococcus neoformans, Sporothrix schenckii, Mucor mucedo, and Aspergillus fumigatus are all inhibited by concentrations of amphotericin B ranging from 0.03 to 1.0 mcg/mL in vitro. While Candida albicans is generally quite susceptible to amphotericin B, non-albicans species may be less susceptible. Pseudallescheria boydii and Fusarium sp. are often resistant to amphotericin B. The antibiotic is without effect on bacteria, rickettsiae, and viruses.;;;;",Tetracycline is a broad spectrum polyketide antibiotic produced by the Streptomyces genus of Actinobacteria. It exerts a bacteriostatic effect on bacteria by binding reversible to the bacterial 30S ribosomal subunit and blocking incoming aminoacyl tRNA from binding to the ribosome acceptor site. It also binds to some extent to the bacterial 50S ribosomal subunit and may alter the cytoplasmic membrane causing intracellular components to leak from bacterial cells.;;;;,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
Hydroxyzine,Alclometasone,False,"Hydroxyzine is a first-generation histamine H<sub>1</sub>-receptor antagonist of the dephenylmethane and piperazine classes that exhibits sedative, anxiolytic, and antiemetic properties.[A1257,A187589] It was first developed in 1955,[A189726] and has since remained a relatively common treatment for allergic conditions such as pruritus, urticaria, dermatoses, and histamine-mediated pruritus.[L9677] The active metabolite of hydroxyzine, [cetirizine], is also available as an active ingredient in allergic medications, and is responsible for much of its hydroxyzine's antihistaminic effect.[A189753] Hydroxyzine is also used for generalized anxiety disorder, tension caused by psychoneurosis, and other conditions with manifestations of anxiety.[L9677];;;;","Alclometasone is synthetic glucocorticoid steroid for topical use in dermatology as anti-inflammatory, antipruritic, antiallergic, antiproliferative and vasoconstrictive agent.;;;;",OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C
Naproxen,Saquinavir,False,"Naproxen is classified as a nonsteroidal anti-inflammatory dug (NSAID) and was initially approved for prescription use in 1976 and then for over-the-counter (OTC) use in 1994.[A178975] It can effectively manage acute pain as well as pain related to rheumatic diseases, and has a well studied adverse effect profile.[A179098] Given its overall tolerability and effectiveness, naproxen can be considered a first line treatment for a variety of clinical situations requiring analgesia.[A179098] Naproxen is available in both immediate and delayed release formulations, in combination with sumatriptan to treat migraines, and in combination with esomeprazole to lower the risk of developing gastric ulcers.[L6582][L6583][L7309][L7312];;;;","Saquinavir is an HIV-1 protease inhibitor used in combination with [ritonavir] and other antiretrovirals for the treatment of human immunodeficiency virus-1 (HIV-1) infection. In 1995 it became the first protease inhibitor approved by the FDA, followed shortly by ritonavir in 1996, and remains in clinical use today due to a relatively benign adverse effect profile as compared to other antiretroviral therapies.[A214382] While its efficacy was initially limited by exceptionally poor oral bioavailability (approximately 4%),[L3450] its current indications require the co-administration of ritonavir - a potent enzyme inhibitor - that increases the bioavailability and subsequent serum concentrations of saquinavir, thus dramatically improving antiviral activity.[A214382,L3450,L14351];;;;",COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C
Salsalate,Acitretin,False,"Salsalate is a nonsteroidal anti-inflammatory agent for oral administration. Salsalate's mode of action as an anti-inflammatory and antirheumatic agent may be due to inhibition of synthesis and release of prostaglandins. The usefulness of salicylic acid, the active in vivo product of salsalate, in the treatment of arthritic disorders has been established. In contrast to aspirin, salsalate causes no greater fecal gastrointestinal blood loss than placebo. Salsalate is readily soluble in the small intestine where it is partially hydrolyzed to two molecules of salicylic acid. A significant portion of the parent compound is absorbed unchanged and undergoes rapid esterase hydrolysis in the body. The parent compound has an elimination half-life of about 1 hour. Salicylic acid (the active metabolite) biotransformation is saturated at anti-inflammatory doses of salsalate. Such capacity limited biotransformation results in an increase in the half-life of salicylic acid from 3.5 to 16 or more hours.;;;;",An oral retinoid effective in the treatment of psoriasis. It is the major metabolite of etretinate with the advantage of a much shorter half-life when compared with etretinate.;;;;,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
Benzoyl peroxide,Cupric Chloride,False,"Benzoyl peroxide is a commonly used drug in topical treatments for acne.[L33249,L33264,L33269,L33299,L33314] It has been formulated as products with either a single active ingredient,[L33249,L33299] or with [erythromycin],[L33264] [clindamycin],[L33269] or [adapalene].[L33314] After administration, the peroxide bond is cleaved, allowing benzoyloxy radicals to nonspecifically interact with proteins.[A18903,A233859] This treatment decreases keratin and sebum around follicles, as well as increasing turnover of epithelial cells.[A234059,A234064,A234069];;;;","Cupric chloride, for injection, is a sterile, nonpyrogenic solution intended for use as an additive to solutions for Total Parenteral Nutrition (TPN).;;;;",O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,Cl[Cu]Cl
Oxytetracycline,Hydromorphone,False,A tetracycline analog isolated from the actinomycete streptomyces rimosus and used in a wide variety of clinical conditions.;;;;,"Hydromorphone is a pure opioid,[A176468] a semi-synthetic hydrogenated ketone derivative of [morphine] that has been available clinically since 1920. Structurally, hydromorphone derived from [morphine] in the modification of the hydroxyl group in the carbon 6 to a carbonyl and the absence of a double bond between the carbon 7 and 8. Due to these modifications, it presents a very high potency and comparable side effect profile to the parent compound.[A176471] Even though hydromorphone does not present a 6-hydroxyl group, it is categorized under the family of phenanthrenes and it is considered a chemical under the schedule II (medical purposes with high addiction potential).[A176495];;;;",[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
Doxycycline,Erythrityl Tetranitrate,False,Doxycycline is a broad-spectrum antibiotic synthetically derived from [oxytetracycline].[L42880] It is a second-generation tetracycline that was first discovered in 1967.[A19429] Second-generation tetracyclines exhibit lesser toxicity than first-generation tetracyclines.[A174034] Doxycycline is used to treat a wide variety of gram-positive and gram-negative bacterial infections. It is also used to treat acne and malaria.[A251730];;;;,"A vasodilator with general properties similar to nitroglycerin. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1020);;;;",[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O
Flumazenil,Dihydrotachysterol,False,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.;;;;",A vitamin D that can be regarded as a reduction product of vitamin D2.;;;;,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
Artesunate,Activated charcoal,False,Artesunate is indicated for the initial treatment of severe malaria.[L14099] The World Health Organization recommends artesunate as first line treatment for severe malaria.[L890] Artesunate was developed out of a need for a more hydrophilic derivative of [artemisinin].[A203948];;;;,"Activated charcoal, or activated carbon, is an amorphous form of carbon prepared from incomplete combustion of carbonaceous organic matter. It is activated by an oxidizing gas flow at high temperature passed over its surface to make a fine network of pores, producing a material with large surface area and high affinity for various substances. It is used as a gastric decontaminant and emergency medication to treat poisonings following excessive oral ingestion of certain medications or poisons by absorbing most drugs and toxins. However its effects is rendered poor on some compounds including strong acids or bases, methanol and substances with limited absorptive capacity (including iron, lithium, arsenic). It works by binding to the poison in the gastric contents in a reversible fashion thus may be adminstered together with a cathartic to reduce the small intestine transit time. The clinical applications of activated charcoal occured in the early 1800's. While this management for acute poisoning is considered fairly invasive, it is on the World Health Organization's List of Essential Medicines that includes the most important medications needed in a basic health system.;;;;",[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,[C]
Reboxetine,Fondaparinux sodium,False,"Reboxetine is an antidepressant drug used in the treatment of clinical depression, panic disorder and ADD/ADHD. Its mesylate (i.e. methanesulfonate) salt is sold under tradenames including Edronax, Norebox, Prolift, Solvex, Davedax or Vestra. Reboxetine has two chiral centers, but it only exists as two enantiomers, (R,R)-(-)- and (S,S)-(+)-reboxetine.;;;;","Fondaparinux (Arixtra) is a synthetic anticoagulant agent consisting of five monomeric sugar units and a O-methyl group at the reducing end of the molecule. It is structurally similar to polymeric glycosaminoglycan heparin and heparan sulfate (HS) when they are cleaved into monomeric units. The monomeric sequence in heparin and HS is thought to form the high affinity binding site for the natural anti-coagulant factor, antithrombin III (ATIII). Once bound to heparin or HS, the anticoagulant activity of ATIII is potentiated by 1000-fold. Fondaparinux potentiates the neutralizing action of ATIII on activated Factor X 300-fold. Fondaparinux may be used: to prevent venous thromboembolism in patients who have undergone orthopedic surgery of the lower limbs (e.g. hip fracture, hip replacement and knee surgery); to prevent VTE in patients undergoing abdominal surgery who are are at high risk of thromboembolic complications; in the treatment of deep vein thrombosis (DVT) and pumonary embolism (PE); in the management of unstable angina (UA) and non-ST segment elevation myocardial infarction (NSTEMI); and in the management of ST segment elevation myocardial infarction (STEMI).",[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O
Bedaquiline,Tirofiban,False,"Bedaquiline is a bactericidal antimycobacterial drug. Chemically it is a diarylquinoline. FDA approved on December 28, 2012.;;;;","Tirofiban prevents the blood from clotting during episodes of chest pain or a heart attack, or while the patient is undergoing a procedure to treat a blocked coronary artery. It is a non-peptide reversible antagonist of the platelet glycoprotein (GP) IIb/IIIa receptor, and inhibits platelet aggregation.;;;;",COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
Sulfapyridine,Cangrelor,False,"Antibacterial, potentially toxic, and previously used to treat certain skin diseases. No longer prescribed.;;;;","Cangrelor is an intravenous, direct-acting, reversible P2Y12 inhibitor for patients undergoing percutaneous coronary intervention (PCI) who have not been yet treated by oral P2Y12 inhibitors. An advantage Cangrelor provides over oral P2Y12 inhibitors (such as prasugrel, ticagrelor, and clopidogrel) is that it is an active drug not requiring metabolic conversion therefore providing a rapid onset and offset of action. Cangrelor was approved by the FDA in June 2015 for intravenous application.;;;;",NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1
Guanidine,Bendroflumethiazide,False,"A strong organic base existing primarily as guanidium ions at physiological pH. It is found in the urine as a normal product of protein metabolism. It is also used in laboratory research as a protein denaturant. (From Martindale, the Extra Pharmacopoeia, 30th ed and Merck Index, 12th ed) It is also used in the treatment of myasthenia and as a fluorescent probe in HPLC.;;;;","A thiazide diuretic with actions and uses similar to those of hydrochlorothiazide. It has been used in the treatment of familial hyperkalemia, hypertension, edema, and urinary tract disorders. (From Martindale, The Extra Pharmacopoeia, 30th ed, p810);;;;",NC(N)=N,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
Lorazepam,Cinolazepam,False,"Lorazepam is a short-acting and rapidly cleared benzodiazepine used commonly as a sedative and anxiolytic.[A957] It was developed by DJ Richards, presented and marketed initially by Wyeth Pharmaceuticals in the USA in 1977. The first historic FDA label approval is reported in 1985 by the company Mutual Pharm.[L5095];;;;","Cinolazepam is a benzodiazepine derivative with anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant activity. It is not approved in Canada or America.;;;;",OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O
Bromfenac,Tiludronic acid,False,"Bromfenac is a nonsteroidal anti-inflammatory drug (NSAID) for ophthalmic use. Ophthalmic NSAIDs are becoming a cornerstone for the management of ocular pain and inflammation. Their well-characterized anti-inflammatory activity, analgesic property, and established safety record have also made NSAIDs an important tool for optimizing surgical outcomes. Non-ophthalmic formulations of bromfenac were withdrawn in the US in 1998 due to cases of severe liver toxicity.[L43942,T239];;;;","Tiludronate, or (4-chlorophenyl)thio-methylene-1,1-bisphosphonate, is a first generation bisphosphonate similar to [etidronic acid] and [clodronic acid].[A1923,A203111] These drugs were developed to mimic the action of pyrophosphate, a regulator of calcification and decalcification.[A1923] Tiludronic acid was first described in the literature in 1988 as a potential treatment for Paget's disease of bone.[A202235];;;;",NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O
Flunisolide,Fluticasone propionate,False,"Flunisolide (marketed as AeroBid, Nasalide, Nasarel) is a corticosteroid with anti-inflammatory actions. It is often prescribed as treatment for allergic rhinitis and its principle mechanism of action involves activation of glucocorticoid receptors.;;;;","Fluticasone propionate is a synthetic glucocorticoid[F4355,F4358][FDA Label]. These drugs are available as inhalers, nasal, sprays, and topical treatments for various inflammatory indications[F4355,F4358][FDA Label]. Fluticasone propionate was first approved in 1990[L5962].;;;;",[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
Saquinavir,Promazine,False,"Saquinavir is an HIV-1 protease inhibitor used in combination with [ritonavir] and other antiretrovirals for the treatment of human immunodeficiency virus-1 (HIV-1) infection. In 1995 it became the first protease inhibitor approved by the FDA, followed shortly by ritonavir in 1996, and remains in clinical use today due to a relatively benign adverse effect profile as compared to other antiretroviral therapies.[A214382] While its efficacy was initially limited by exceptionally poor oral bioavailability (approximately 4%),[L3450] its current indications require the co-administration of ritonavir - a potent enzyme inhibitor - that increases the bioavailability and subsequent serum concentrations of saquinavir, thus dramatically improving antiviral activity.[A214382,L3450,L14351];;;;",A phenothiazine with actions similar to chlorpromazine but with less antipsychotic activity. It is primarily used in short-term treatment of disturbed behavior and as an antiemetic. It is currently not approved for use in the United States.;;;;,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
Iron,Chlormezanone,False,"A metallic element found in certain minerals, in nearly all soils, and in mineral waters. It is an essential constituent of hemoglobin, cytochrome, and other components of respiratory enzyme systems. Its chief functions are in the transport of oxygen to tissue (hemoglobin) and in cellular oxidation mechanisms. Depletion of iron stores may result in iron-deficiency anemia. Iron is used to build up the blood in anemia.;;;;",A non-benzodiazepine that is used in the management of anxiety. It has been suggested for use in the treatment of muscle spasm.;;;;,[Fe],CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
