title_1,abstract_1,subcategory_1,subsubcategory_1,title_2,abstract_2,subcategory_2,subsubcategory_2,label
Collisional heating of icy planetesimals. I. Catastrophic collisions,"Planetesimals in the primordial disc may have experienced a collisional cascade. If so, the comet nuclei later placed in the Kuiper belt, scattered disc, and Oort Cloud would primarily be fragments and collisional rubble piles from that cascade. However, the heating associated with the collisions cannot have been strong enough to remove the hypervolatiles that are trapped within more durable ices, because comet nuclei are rich in hypervolatiles. This places constraints on the diameter of the largest bodies allowed to participate in collisional cascades, and limits the primordial disc lifetime or population size. In this paper, the thermophysical code NIMBUS is used to study the thermal evolution of planetesimals before, during, and after catastrophic collisions. The loss of CO during segregation of $\mathrm{CO_2:CO}$ mixtures and during crystallisation of amorphous $\mathrm{H_2O}$ is calculated, as well as mobilisation and internal relocation of $\mathrm{CO_2}$. If an amorphous $\mathrm{H_2O}$ host existed, and was protected by a $\mathrm{CO_2:CO}$ heat sink, only diameter $D<20\,\mathrm{km}$ (inner disc) and $D<64\,\mathrm{km}$ (outer disc) bodies could have been involved in a collisional cascade. If $\mathrm{CO_2}$ was the only CO host, the critical diameters drop to $D<20$-$32\mathrm{km}$. Avoiding disruption of larger bodies requires a primordial disc lifetime of $<9\,\mathrm{Myr}$ at $15\,\mathrm{au}$ and $<50$-$70\,\mathrm{Myr}$ at $30\,\mathrm{au}$. Alternatively, if a $450\,\mathrm{Myr}$ disc lifetime is required to associate the primordial disc disruption with the Late Heavy Bombardment, the disc population size must have been 6-60 times below current estimates.",astro-ph,astro-ph.EP,Discovering the most elusive radio relic in the sky: Diffuse Shock Acceleration caught in the act?,"The origin of radio relics is usually explained via diffusive shock acceleration (DSA) or re-acceleration of electrons at/from merger shocks in galaxy clusters. The case of acceleration is challenged by the low predicted efficiency of low-Mach number merger shocks, unable to explain the power observed in most radio relics. In this Letter we present the discovery of a new giant radio relic around the galaxy cluster Abell 2249 ($z=0.0838$) using LOFAR. It is special since it has the lowest surface brightness of all known radio relics. We study its radio and X-ray properties combinig LOFAR data with uGMRT, JVLA and XMM. This object has a total power of $L_{1.4\rm GHz}=4.1\pm 0.8 \times 10^{23}$ W Hz$^{-1}$ and integrated spectral index $\alpha = 1.15\pm 0.23$. We infer for this radio relic a lower bound on the magnetisation of $B\geq 0.4\, \mu$G, a shock Mach number of $\mathcal{M}\approx 3.79$, and a low acceleration efficiency consistent with DSA. This result suggests that a missing population of relics may become visible thanks to the unprecedented sensitivity of the new generation of radio telescopes.",astro-ph,astro-ph.HE,0
Giant Dipole Resonance Parameters of Ground-State Photoabsorption: Experimental Values with Uncertainties,Updated values and corresponding uncertainties of Isovector Giant Dipole Resonance (GDR) parameters which are obtained by the least-squares fitting of theoretical photoabsorption cross sections to experimental data are presented. The theoretical photoabsorption cross sections are taken as a sum of the components corresponding to the excitation of the GDR and quasideuteron photodisintegration. The current compilation is an extension and improvement of the earlier compilations of Lorentzian parameters for ground-state photoneutron and photoabsorption cross sections and covers experimental data made available up to June 2017.,nucl,nucl-ex,van der Waals Interactions and Hadron Resonance Gas: Role of resonance widths modeling on conserved charges fluctuations,"The quantum van der Waals (QvdW) extension of the ideal hadron resonance gas (HRG) model which includes the attractive and repulsive interactions between baryons -- the QvdW-HRG model -- is applied to study the behavior of the baryon number related susceptibilities in the crossover temperature region. Inclusion of the QvdW interactions leads to a qualitatively different behavior of susceptibilities, in many cases resembling lattice QCD simulations. It is shown that for some observables, in particular for $\chi_{11}^{BQ} / \chi_2^B$, effects of the QvdW interactions essentially cancel out. It is found that the inclusion of the finite resonance widths leads to an improved description of $\chi_2^B$, but it also leads to a worse description of $\chi_{11}^{BQ} / \chi_2^B$, as compared to the lattice data. On the other hand, inclusion of the extra, unconfirmed baryons into the hadron list leads to a simultaneous improvement in the description of both observables.",nucl,nucl-th,0
Novel Core-Shell Structures for Colloids made from Surfactants and Polymers,"We report on the formation of colloidal complexes resulting from the electrostatic self-assembly of polyelectrolyte-neutral block copolymers and oppositely charged surfactants. The copolymers investigated are asymmetric and characterized by a large neutral block. Using light, neutron and x-ray scattering experiments, we have shown that the colloidal complexes exhibit a core-shell microstructure. The core is described as a dense and disordered micro-phase of micelles connected by the polyelectrolyte blocks, whereas the shell is a diffuse brush made from the neutral chains. Colloidal complexes with core-shell structures resemble the well-known amphiphilic block copolymer micelles. The self-assembly mechanism is however different here. It is based on the complexation between opposite charges. This mechanism has recently attracted much interest because it allows to associate components of different nature, such as organic and inorganic or synthetic and biological.",cond-mat,cond-mat.soft,Ground-state phase diagram of two-component interacting bosons on a two-leg ladder,"Using the cluster Gutzwiller mean-field method, we numerically study the ground-state phase diagram of the non-hard-core two-component interacting bosons trapped in a two-leg ladder with and without an artificial magnetic field. Interestingly, several loophole supercounterfluid (SCF) phases are observed at a sufficiently small intra- to inter-leg hopping ratio when the magnetic flux is absent. While if the ratio is not too small, the loophole SCF phases can be induced by the effect of the magnetic flux as well. Additionally, we also find that the presence of the magnetic flux leads to an enlargement of the Mott insulator lobe and the conventional SCF lobe. We hope these results can improve the understanding of the interplay between lattice gases, gauge fields, and bosonic ladder systems.",cond-mat,cond-mat.quant-gas,0
On the limits of the hadronic energy resolution of calorimeters,"In particle physics experiments, the quality of calorimetric particle detection is typically considerably worse for hadrons than for electromagnetic showers. In this paper, we investigate the root causes of this problem and evaluate two different methods that have been exploited to remedy this situation: compensation and dual readout. It turns out that the latter approach is more promising, as evidenced by experimental results.",hep,hep-ex,Probing the QCD vacuum with flavour singlet objects: $\eta'$ on the lattice,"We present a study on the direct determination of the $\eta '$ mass on the full set of SESAM and T$\chi$L QCD vacuum configurations with 2 active flavours of Wilson fermions, at $\beta = 5.6$. We observe a definite dependency of the two-loop correlator on the topological charge sector.",hep,hep-lat,0
Reconstruction of the unitary symmetry in super-relativity,"The reconstruction of the unitary symmetry \cite{TFD} under non-linear dynamical mapping Hilbert space of action amplitudes $C^N$ onto projective Hilbert space $CP(N-1)$ \cite{Le1} has been applied here to the quantum dynamics of elementary vacuum excitations. The ""vacuum manifold of virtual action states"" is represented here by $CP(N-1)$ whereas its tangent vectors define local dynamical variables (LDV's) describing ""matter"". The conservation laws of LDV's express self-conservation of the ""material particles"" during continuous evolution being expressed as the affine parallel transport agrees with Fubuni-Study metric, create the ""affine gauge potential"" as the solution of the partial differential equations. Such procedure embeds the quantum dynamics into dynamical space-time whose state-dependent coordinates arose due to encoding results of quantum measurement by the qubit spinor whose components subjected to Lorentz transformations of ""quantum boosts"" and ""quantum rotations"". Thereby, in the framework of super-relativity, the objective character of the quantum measurement is inherently related to the dynamical space-time structure that replaces the notion of ""observer"".",physics,physics.gen-ph,Categorization of Quantum Mechanics Problems by Professors and Students,"We discuss the categorization of 20 quantum mechanics problems by physics professors and undergraduate students from two honors-level quantum mechanics courses. Professors and students were asked to categorize the problems based upon similarity of solution. We also had individual discussions with professors who categorized the problems. Faculty members' categorizations were overall rated higher than those of students by three faculty members who evaluated all of the categorizations. The categories created by faculty members were more diverse compared to the categories they created for a set of introductory mechanics problems. Some faculty members noted that the categorization of introductory physics problems often involves identifying fundamental principles relevant for the problem, whereas in upper-level undergraduate quantum mechanics problems, it mainly involves identifying concepts and procedures required to solve the problem. Moreover, physics faculty members who evaluated others' categorizations expressed that the task was very challenging and they sometimes found another person's categorization to be better than their own. They also rated some concrete categories such as ""hydrogen atom"" or ""simple harmonic oscillator"" higher than other concrete categories such as ""infinite square well"" or ""free particle"".",physics,physics.ed-ph,0
Transport analysis of K+ production in proton-nucleus reactions,"The production of $K^+$ mesons in proton-nucleus collisions from 1.0 to 2.3 GeV is analyzed with respect to one-step nucleon-nucleon $(NN\to N Y K^+$) and two-step $\Delta$-nucleon $(\Delta N \to K^+ Y N$) or pion-nucleon $(\pi N \to K^+ Y $) production channels on the basis of a coupled-channel transport approach (CBUU) including the kaon final-state-interactions (FSI). Momentum-dependent potentials for the nucleon, hyperon and kaon in the final state are included as well as $K^+$ elastic rescattering in the target nucleus. The transport calculations are compared to the experimental $K^+$ spectra taken at COSY-J\""ulich. Our systematic analysis of $K^+$ spectra from $^{12}C$, $^{63}Cu$, $^{107}Ag$ and $^{197}Au$ targets as well as their momentum differential ratios gives a repulsive $K^+$ potential of $20\pm 5 $ MeV at normal nuclear matter density.",nucl,nucl-th,Collective Effects in Nuclear Collisions: Experimental Overview,"These conferences proceedings summarize the experimental findings of collective effects in nuclear collisions, as presented at the Quark Matter 2018 conference.",nucl,nucl-ex,0
Graphene-based Perfect Absorbers: Systematic Design and High Tunability,"Experimental realization of efficient graphene-based absorbers is a challenging task due to the low carrier mobility in processed graphene. In this paper, we circumvent this problem by placing uniform graphene sheets on metallic metasurfaces designed for improving the absorption properties of low-mobility graphene. Complete absorption can be achieved for different frequencies with the proper metasurface design. In the THz band, we observe strong tunability of the absorption frequencies and magnitudes when modulating graphene Fermi level.",physics,physics.app-ph,The impact of introductory physics for the life sciences in a senior biology capstone course,"A goal of Introductory Physics for Life Sciences (IPLS) curricula is to prepare students to effectively use physical models and quantitative reasoning in biological and medical settings. To assess whether this goal is being met, we conducted a longitudinal study of the impact of IPLS on student work in later biology and chemistry courses. We report here on one part of that study, a comparison of written responses by students with different physics backgrounds on a diffusion task administered in a senior biology capstone course. We observed differences in student reasoning that were associated with prior or concurrent enrollment in IPLS. In particular, we found that IPLS students were more likely than non-IPLS students to reason quantitatively and mechanistically about diffusive phenomena, and to successfully coordinate between multiple representations of diffusive processes, even up to two years after taking the IPLS course. Finally, we describe methodological challenges encountered in both this task and other tasks used in our longitudinal study.",physics,physics.ed-ph,0
Corrections to the ${\bf SU(3)\times SU(3)}$ Gell-Mann-Oakes-Renner relation and chiral couplings $L^r_8$ and $H^r_2$,"Next to leading order corrections to the $SU(3) \times SU(3)$ Gell-Mann-Oakes-Renner relation (GMOR) are obtained using weighted QCD Finite Energy Sum Rules (FESR) involving the pseudoscalar current correlator. Two types of integration kernels in the FESR are used to suppress the contribution of the kaon radial excitations to the hadronic spectral function, one with local and the other with global constraints. The result for the pseudoscalar current correlator at zero momentum is $\psi_5(0) = (2.8 \pm 0.3) \times 10^{-3} GeV^{4}$, leading to the chiral corrections to GMOR: $\delta_K = (55 \pm 5)%$. The resulting uncertainties are mostly due to variations in the upper limit of integration in the FESR, within the stability regions, and to a much lesser extent due to the uncertainties in the strong coupling and the strange quark mass. Higher order quark mass corrections, vacuum condensates, and the hadronic resonance sector play a negligible role in this determination. These results confirm an independent determination from chiral perturbation theory giving also very large corrections, i.e. roughly an order of magnitude larger than the corresponding corrections in chiral $SU(2) \times SU(2)$. Combining these results with our previous determination of the corrections to GMOR in chiral $SU(2) \times SU(2)$, $\delta_\pi$, we are able to determine two low energy constants of chiral perturbation theory, i.e. $L^r_8 = (1.0 \pm 0.3) \times 10^{-3}$, and $H^r_2 = - (4.7 \pm 0.6) \times 10^{-3}$, both at the scale of the $\rho$-meson mass.",hep,hep-lat,Inverse seesaw and dark matter in a gauged ${\rm B-L}$ extension with flavour symmetry,"We propose a model which generates neutrino masses by the inverse seesaw mechanism, provides a viable dark matter candidate and explains the muon ($g-2$) anomaly. The Standard Model (SM) gauge group is extended with a gauged U(1)$_{\rm B-L}$ as well as a gauged U(1)$_{\rm L_{\mu} - L_{\tau}}$. While U(1)$_{\rm L_{\mu} - L_{\tau}}$ is anomaly free, the anomaly introduced by U(1)$_{\rm B-L}$ is cancelled between the six SM singlet fermions introduced for the inverse seesaw mechanism and four additional chiral fermions introduced in this model. After spontaneous symmetry breaking the four chiral fermionic degrees of freedom combine to give two Dirac states. The lightest Dirac fermion becomes stable and hence the dark matter candidate. We focus on the region of the parameter space where the dark matter annihilates to the right-handed neutrinos, relating the dark matter sector with the neutrino sector. The U(1)$_{\rm L_{\mu} - L_{\tau}}$ gauge symmetry provides a flavour structure to the inverse seesaw framework, successfully explaining the observed neutrino masses and mixings. We study the model parameters in the light of neutrino oscillation data and find correlation between them. Values of some of the model parameters are shown to be mutually exclusive between normal and inverted ordering of the neutrino mass eigenstates. Moreover, the muon ($g-2$) anomaly can be explained by the additional contribution arising from U(1)$_{\rm L_{\mu} - L_{\tau}}$ gauge boson.",hep,hep-ph,0
Integrable Boundary for Quad-Graph Systems: Three-Dimensional Boundary Consistency,"We propose the notion of integrable boundary in the context of discrete integrable systems on quad-graphs. The equation characterizing the boundary must satisfy a compatibility equation with the one characterizing the bulk that we called the three-dimensional (3D) boundary consistency. In comparison to the usual 3D consistency condition which is linked to a cube, our 3D boundary consistency condition lives on a half of a rhombic dodecahedron. The We provide a list of integrable boundaries associated to each quad-graph equation of the classification obtained by Adler, Bobenko and Suris. Then, the use of the term ""integrable boundary"" is justified by the facts that there are B\""acklund transformations and a zero curvature representation for systems with boundary satisfying our condition. We discuss the three-leg form of boundary equations, obtain associated discrete Toda-type models with boundary and recover previous results as particular cases. Finally, the connection between the 3D boundary consistency and the set-theoretical reflection equation is established.",nlin,nlin.SI,Preferential Partner Selection in an Evolutionary Study of Prisoner's Dilemma,"Partner selection is an important process in many social interactions, permitting individuals to decrease the risks associated with cooperation. In large populations, defectors may escape punishment by roving from partner to partner, but defectors in smaller populations risk social isolation. We investigate these possibilities for an evolutionary prisoner's dilemma in which agents use expected payoffs to choose and refuse partners. In comparison to random or round-robin partner matching, we find that the average payoffs attained with preferential partner selection tend to be more narrowly confined to a few isolated payoff regions. Most ecologies evolve to essentially full cooperative behavior, but when agents are intolerant of defections, or when the costs of refusal and social isolation are small, we also see the emergence of wallflower ecologies in which all agents are socially isolated. In between these two extremes, we see the emergence of ecologies whose agents tend to engage in a small number of defections followed by cooperation thereafter. The latter ecologies exhibit a plethora of interesting social interaction patterns. Keywords: Evolutionary Game; Iterated Prisoner's Dilemma; Partner Choice and Refusal; Artificial Life; Genetic Algorithm; Finite Automata.",nlin,nlin.AO,0
Effect of dispersity of particle length on the electrical conductivity of the two-dimensional systems,"By means of computer simulation, we examined effect of dispersity of filler length on electrical conductivity of two-dimensional (2D) composites with rod-like fillers. Continuous approach has been used. Highly conductive zero-width rod-like particles were deposited uniformly with given anisotropy onto a poorly conductive substrate. Length of particles varied according to the lognormal distribution. Our simulation evidenced that slightly disordered systems may have both the high figure of merit, i.e., both high electrical conductivity and the optical transmission simultaneously, and the high electrical anisotropy.",physics,physics.class-ph,Semi-classical description of electrostatics and quantization of electric charge,"In this work, we present an explanation of the electric charge quantization based on a semi-classical model of electrostatic fields. We claim that in electrostatics, an electric charge must be equal to a rational multiple of the elementary charge of an electron. However, the charge is quantized if the system has certain boundary conditions that force the wavefunction representing an electric field to vanish at specific surfaces. Next, we develop the corresponding model for the electric displacement vector. It is demonstrated that a number of classical results, e.g. bending of field lines at the interface of two dielectric media, method of images, etc. are all consistent with the predictions of this model. We also present the possible form of Gauss's law or (Poisson's equation), to find the wavefunctions of the field from a source charge distribution, in this model.",physics,physics.gen-ph,0
Direct and Inverse Cascades in the Acceleration Region of the Fast Solar Wind,"Alfv\'{e}n waves are believed to play an important role in the heating and acceleration of the fast solar wind emanating from coronal holes. Nonlinear interactions between the dominant ${\bf z}_{+}$ waves and minority ${\bf z}_{-}$ waves have the potential to transfer wave energy either to smaller perpendicular scales (""direct cascade"") or to larger scales (""inverse cascade""). In this paper we use reduced magnetohydrodynamic (RMHD) simulations to investigate how the cascade rates $\epsilon_{\pm}$ depend on perpendicular wavenumber and radial distance from Sun center. For models with a smooth background atmosphere we find that an inverse cascade ($\epsilon_{+} < 0$) occurs for the dominant waves at radii between 1.4 and 2.5 $R_\odot$ and dimensionless wavenumbers in the inertial range ($15 < a_\perp < 44$), and a direct cascade ($\epsilon_{+} > 0$) occurs elsewhere. For a model with density fluctuations there are multiple regions with inverse cascade. In both cases the cascade rate $\epsilon_{+}$ varies significantly with perpendicular wavenumber, indicating that the cacsade is a highly non-local process. As a result of the inverse cascades, the enery dissipation rates are much lower than expected from a phenomenological model, and are insufficient to maintain the temperature of the background atmosphere. We conclude that RMHD models are unable to reproduce the observed properties of the fast solar wind.",physics,physics.space-ph,Novel Silicon n-on-p Edgeless Planar Pixel Sensors for the ATLAS upgrade,"In view of the LHC upgrade phases towards HL-LHC, the ATLAS experiment plans to upgrade the Inner Detector with an all-silicon system. The n-on-p silicon technology is a promising candidate for the pixel upgrade thanks to its radiation hardness and cost effectiveness, that allow for enlarging the area instrumented with pixel detectors. We report on the development of novel n-in-p edgeless planar pixel sensors fabricated at FBK (Trento, Italy), making use of the ""active edge"" concept for the reduction of the dead area at the periphery of the device. After discussing the sensor technology and fabrication process, we present device simulations (pre- and post-irradiation) performed for different sensor configurations. First preliminary results obtained with the test-structures of the production are shown.",physics,physics.ins-det,0
Intrinsic current drive by electromagnetic electron drift wave turbulence in tokamak pedestal region,"The local intrinsic parallel current density driven by electron drift wave (DW) turbulence including electromagnetic (EM) effects is analytically studied. The scalings of the ratios of intrinsic current density driven by residual turbulent flux and by turbulent source to the bootstrap current density with electron density and temperature are predicted to be $T_e^{3/4}T_i/n_e$ and $T_eT_i/n_e$, respectively. Based on the typical parameters in DIII-D pedestal region, the local intrinsic current density driven by both the residual turbulent flux and the turbulent source is negligible. However, despite the negligible turbulent source driven current, the residual turbulent flux driven local intrinsic current density by EM DW turbulence can reach about 66% of the bootstrap current density for ITER pedestal parameters due to much lower collisionality in ITER than in DIII-D. Moreover, the contributions from adiabatic ES parts, non-adiabatic ES parts and non-adiabatic EM parts of the plasma response to electromagnetic fluctuations are analyzed. It is found that there exists strong cancelation between non-adiabatic ES response and the non-adiabatic EM response for the ITER pedestal case, and thus the kinetic stress contributed by the adiabatic ES response of parallel electron pressure dominates the intrinsic current drive. This is different from the ES electron DW case. Therefore, the EM effects on turbulence driven intrinsic current density should be carefully considered in the future reactor with high ratio of electron pressure to the magnetic pressure and steep pressure profile.",physics,physics.plasm-ph,"Geometry of River Networks I: Scaling, Fluctuations, and Deviations","This article is the first in a series of three papers investigating the detailed geometry of river networks. Large-scale river networks mark an important class of two-dimensional branching networks, being not only of intrinsic interest but also a pervasive natural phenomenon. In the description of river network structure, scaling laws are uniformly observed. Reported values of scaling exponents vary suggesting that no unique set of scaling exponents exists. To improve this current understanding of scaling in river networks and to provide a fuller description of branching network structure, we report here a theoretical and empirical study of fluctuations about and deviations from scaling. We examine data for continent-scale river networks such as the Mississippi and the Amazon and draw inspiration from a simple model of directed, random networks. We center our investigations on the scaling of the length of sub-basin's dominant stream with its area, a characterization of basin shape known as Hack's law. We generalize this relationship to a joint probability density and show that fluctuations about scaling are substantial. We find strong deviations from scaling at small scales which can be explained by the existence of linear network structure. At intermediate scales, we find slow drifts in exponent values indicating that scaling is only approximately obeyed and that universality remains indeterminate. At large scales, we observe a breakdown in scaling due to decreasing sample space and correlations with overall basin shape. The extent of approximate scaling is significantly restricted by these deviations and will not be improved by increases in network resolution.",physics,physics.geo-ph,0
